-39,36
40,-95
-56,-16
-98,36
90,-57
95,-32
18,13
83,85
-37,-31
34,-65
68,40
14,-75
-37,33
31,71
-30,-22
37,89
-46,-97
-4,7
-92,-68
-17,33
-91,69
-32,-22
-26,-90
57,97
22,62
76,-100
72,9
67,-81
61,-90
-98,-72
64,54
99,-51
61,1
-13,100
43,-46
90,11
9,58
-68,40
11,85
44,-59
75,-5
80,-36
94,-26
-48,-58
72,23
-66,-92
-24,67
-35,-43
27,30
17,-91
-99,-50
76,-44
-18,86
32,-28
2,57
15,85
-79,-53
58,-9
83,43
97,68
-60,98
83,81
81,53
79,-51
93,36
-69,51
22,39
-60,33
-87,39
-51,77
26,-26
78,-62
47,6
94,-81
-22,-60
76,-68
91,-11
-38,-32
-58,63
22,-74
-18,-37
27,-20
-59,-49
20,-51
-17,-82
16,-93
-71,11
91,99
30,-16
98,-46
-81,19
-4,-58
65,61
23,-34
-83,-28
-88,71
-66,92
37,52
3,40
12,10
71,62
0,-99
-21,-63
45,-83
-61,18
28,-30
39,35
-79,80
73,-8
-47,-61
-39,85
26,-82
62,1
-52,58
-83,89
-70,72
-58,-98
-75,-47
12,-30
83,-69
-53,-51
89,-95
49,-27
52,84
35,-5
96,30
15,-94
-28,-17
-22,5
-15,94
17,83
-34,-40
58,9
48,41
85,-78
88,34
-88,-55
-77,-20
68,36
-72,68
-41,-12
37,31
27,-35
-87,-51
-9,-69
8,85
5,34
22,73
-24,59
72,-8
22,40
96,85
-13,96
27,65
16,42
45,-83
-54,13
-3,25
-83,15
-62,61
-98,-79
-64,62
-11,-30
-29,-20
-54,62
-57,-74
64,-24
68,-72
28,7
-69,-86
-19,36
36,79
-1,29
44,-52
24,21
98,-61
14,46
-78,-97
78,-58
10,16
-85,-74
61,7
26,15
-75,-45
-34,7
7,-57
77,70
73,-20
1,-80
99,10
60,-25
-18,-26
-94,89
-39,-47
-39,19
86,89
-88,99
51,84
-69,51
-74,-55
42,-72
88,38
-20,21
79,3
-62,73
-91,92
-53,86
-87,-80
65,-51
-93,46
-79,79
-99,65
75,-68
2,65
-10,3
73,39
-14,-63
29,-42
-15,-16
-83,-96
91,18
86,-62
-10,-32
-22,99
60,43
34,61
50,36
84,-12
24,-96
25,-65
8,-3
-81,-64
24,-81
-58,-81
-38,75
-2,16
32,-23
63,-35
94,77
-14,5
-29,-79
86,-44
16,9
13,74
82,6
99,-50
-20,-7
-54,-72
65,69
-19,22
-6,26
76,27
20,-83
-60,53
-51,66
-91,99
-37,36
22,-33
90,-59
16,92
58,-43
24,23
-98,-42
-6,51
-78,-96
-58,23
-61,-11
35,5
25,99
45,-37
49,22
44,16
84,-37
74,-21
-64,-10
-41,2
59,-15
58,-61
-37,86
43,-80
-96,62
60,-47
62,-65
-77,-14
88,-79
-51,-83
72,43
45,-51
88,3
99,-38
9,-57
53,-90
86,38
99,-38
-63,-9
12,-74
11,98
24,-92
13,52
-77,-41
-39,91
76,1
-98,43
-93,73
26,-34
-3,-50
-39,-11
54,-93
30,-7
89,10
1,94
-38,17
-73,88
-36,66
45,-55
-37,-98
88,33
88,-24
12,-33
-34,-76
27,-13
-70,40
37,-52
58,50
79,30
18,82
-71,38
-87,-89
42,19
42,51
-11,44
-89,-46
-3,-95
96,74
58,-31
-99,4
-68,-78
75,10
78,60
-90,-49
-81,62
-95,42
74,-100
10,-92
30,11
85,-29
88,-5
-23,24
-83,-34
44,-14
99,25
-57,-10
68,-61
82,94
-95,-22
-3,14
-86,-87
27,16
-8,-41
-48,58
75,89
-61,4
-30,59
-79,-17
-28,6
-67,86
-8,-80
61,-73
51,-70
26,-2
-43,-25
47,-5
-58,-74
-97,6
35,-87
-20,-7
35,4
-86,-10
52,-80
52,78
-23,-80
2,3
-12,83
-36,25
-10,-100
34,-94
40,-62
-70,19
-35,-34
94,88
-57,94
83,-90
72,21
-45,42
-42,79
7,-76
37,-57
-74,42
-91,-73
-97,64
-99,-22
69,60
-22,-13
68,-11
30,13
-1,-9
59,33
-20,-28
45,-69
55,-63
93,60
-17,100
-40,8
40,-28
7,-85
92,-9
85,9
-53,-27
-28,42
18,-24
98,-26
69,-78
-95,98
-48,-85
99,40
42,-76
65,-4
-98,-40
45,-24
-99,40
100,-94
61,-66
-67,-43
-77,28
28,61
92,1
8,61
-2,-35
8,60
7,37
77,-34
-5,-76
61,47
49,23
76,25
-63,-49
3,-4
-91,-29
-65,-91
98,78
-67,5
-67,83
93,10
-84,53
87,-87
-89,11
-89,56
39,-79
81,-8
43,-24
-62,57
-3,89
-53,90
62,-41
76,67
14,47
79,61
-68,-13
-14,87
0,10
53,84
-36,86
37,-28
-70,-27
-90,24
51,80
11,83
-17,95
-77,-90
93,-74
25,-46
54,-78
50,35
28,62
18,62
87,-94
8,2
19,57
-29,100
89,-3
-72,-40
-26,-42
-36,43
36,84
-56,0
-79,66
-39,-1
55,-43
18,-52
-98,9
2,35
28,-100
57,-84
56,-87
-67,-79
-36,-9
100,27
66,7
-34,-9
-44,48
5,-81
16,-65
-55,-26
89,84
-48,47
-24,-89
51,8
-63,7
89,-99
14,-6
38,73
47,15
-5,83
-78,-9
76,96
-35,38
92,56
-27,65
-70,-53
69,98
11,-10
22,17
-32,-72
-26,-79
-11,48
-24,18
85,85
79,-3
-20,-8
90,41
45,48
-61,-31
-11,5
-44,-35
-25,-84
-36,63
-34,54
-62,-57
58,34
-71,-11
40,69
-41,67
-27,8
50,-65
-3,47
42,52
-84,60
3,44
74,-12
43,92
17,3
-24,-90
-46,-62
-6,79
-87,-100
53,39
-83,86
-69,-5
95,23
-20,-96
6,-46
5,-96
35,64
-88,-88
-82,40
85,89
-97,34
-46,45
-77,-38
-22,-29
20,9
22,-28
82,51
0,23
-62,17
-57,33
-65,44
-40,35
36,-96
86,-93
89,21
60,-42
-40,-39
-4,-63
11,62
37,-50
-38,-22
-32,-57
2,-72
22,-62
79,6
52,-70
-69,51
9,45
46,-55
-32,25
-60,2
91,77
15,55
33,-78
-45,-12
58,-98
5,-73
70,-10
-66,99
-10,-91
-12,-82
73,72
-88,-47
15,-82
85,71
52,-68
20,77
44,-13
-12,-88
43,12
72,-82
65,88
-71,-99
-65,5
-79,-32
47,53
42,6
1,-5
6,-73
-17,-11
68,93
78,-33
87,-39
-63,4
96,34
60,82
87,45
39,-60
-10,63
26,-34
7,-40
79,72
91,33
85,-90
-70,-31
55,-19
8,-72
23,-75
70,-17
-77,1
41,50
-51,77
-89,-25
93,59
-54,97
51,-96
29,-90
-93,26
98,89
15,-97
-4,-90
-82,-27
6,18
-78,86
-97,92
-92,35
31,-95
16,13
51,-58
90,1
47,-5
-44,-70
21,88
-87,-46
-97,-22
-75,-81
100,-23
14,21
55,-73
44,-16
-83,62
-71,-76
-48,73
21,-26
9,-9
31,-92
29,88
-65,16
-1,-44
9,59
57,24
-10,-23
-53,40
-93,-70
48,-74
99,30
34,72
-24,50
5,-77
-33,-86
77,-7
73,90
-59,9
15,12
-9,28
55,-87
-13,72
35,-37
24,-38
-73,-95
-29,18
40,-91
-40,-63
-19,-24
61,-33
92,46
-55,34
-99,8
-89,-84
84,21
2,5
52,49
29,79
-81,28
14,53
-68,98
-96,-79
77,-38
15,75
15,19
-95,26
83,66
92,13
-50,-85
-44,84
57,35
38,27
-54,-14
3,-66
-39,1
-2,14
-64,34
12,64
45,10
94,-66
-97,74
1,32
71,-69
-5,57
6,16
2,-93
-92,99
99,49
30,-11
24,25
-94,-22
54,-11
85,2
-39,7
39,-67
99,-25
7,7
-86,53
30,68
-75,-96
-15,85
64,98
40,-68
-25,43
-59,-81
-91,80
-52,-94
40,-83
77,75
-88,21
-10,83
-92,79
30,43
-97,60
-19,-35
-52,-74
-36,82
38,94
-87,-79
56,-3
56,-22
-45,-75
-65,32
19,-18
-45,85
-79,97
72,89
16,-53
28,-12
-80,-47
-19,-1
-89,91
-52,-87
-70,36
25,-76
-80,-78
90,-38
-33,-71
-57,45
45,-35
93,25
-64,-62
-90,35
95,-100
-13,5
14,-58
-57,-2
69,3
90,74
33,3
-85,68
-60,43
-84,16
34,-46
-94,-88
-37,71
27,74
-11,-12
-40,85
15,69
49,38
-89,-34
10,59
73,75
94,9
-68,-22
-34,-55
87,13
-54,63
-63,-4
-9,77
17,-64
22,-35
20,-22
-64,68
40,15
92,-15
55,75
-19,-40
-48,-48
-4,-55
-89,73
14,19
-77,90
-75,-8
-36,-25
10,37
41,-2
97,11
52,-9
-17,79
33,-90
-56,-78
-30,35
85,-65
-62,77
-13,75
-58,-97
-77,23
-1,-35
-43,63
85,-90
29,-32
66,-84
2,76
13,-2
97,85
43,-53
-24,96
73,-59
4,97
64,-67
-4,-44
99,23
16,-50
66,-65
82,-95
-39,-45
-51,-85
-89,-13
46,19
-86,-91
-81,-82
-84,-56
